sample_id,scenario_id,source_video_id,split,clip_type,corruption_type,severity_level,severity_name,severity_value,is_clean,gshi,weather,time_of_day,scene_type,traffic_level,fps,resolution,num_frames,output_path,extra_json,gshi_gt,gshi_pred,pred_top1_issue,pred_top1_prob,pred_presence_json,pred_severity_json,pred_present_thresh_json
S06_jpeg_compression_s3,S06,video_003,test,corrupted,jpeg_compression,3,s3,0.35,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/jpeg_compression/s3/S06_jpeg_compression_s3.mp4,"{""severity"":0.35,""quality"":67,""encode_ok"":true}",0.757080,0.271107,vignetting,0.998574,"{""haze_fog"":0.008692,""rain"":0.0,""snow"":0.0,""low_light"":0.979075,""motion_blur"":0.0,""defocus_blur"":0.122955,""glare_flare"":0.230592,""vignetting"":0.998574,""sensor_noise"":0.0,""exposure_shift"":0.652185,""compression"":0.924183,""lens_occlusion"":0.032797}","{""haze_fog"":0.121704,""rain"":0.036807,""snow"":0.00662,""low_light"":0.223979,""motion_blur"":0.080919,""defocus_blur"":0.084651,""glare_flare"":0.114322,""vignetting"":0.464362,""sensor_noise"":0.002284,""exposure_shift"":0.202959,""compression"":0.237118,""lens_occlusion"":0.136776}","[{""issue"":""vignetting"",""prob"":0.998574},{""issue"":""low_light"",""prob"":0.979075},{""issue"":""compression"",""prob"":0.924183},{""issue"":""exposure_shift"",""prob"":0.652185}]"
S06_jpeg_compression_s4,S06,video_003,test,corrupted,jpeg_compression,4,s4,0.55,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/jpeg_compression/s4/S06_jpeg_compression_s4.mp4,"{""severity"":0.55,""quality"":48,""encode_ok"":true}",0.597001,0.288172,vignetting,0.998725,"{""haze_fog"":0.001006,""rain"":0.0,""snow"":0.0,""low_light"":0.985674,""motion_blur"":0.0,""defocus_blur"":0.123395,""glare_flare"":0.213204,""vignetting"":0.998725,""sensor_noise"":0.0,""exposure_shift"":0.455895,""compression"":0.824397,""lens_occlusion"":0.015618}","{""haze_fog"":0.084314,""rain"":0.035416,""snow"":0.008539,""low_light"":0.206497,""motion_blur"":0.086283,""defocus_blur"":0.094112,""glare_flare"":0.103054,""vignetting"":0.466839,""sensor_noise"":0.002166,""exposure_shift"":0.185107,""compression"":0.289355,""lens_occlusion"":0.115698}","[{""issue"":""vignetting"",""prob"":0.998725},{""issue"":""low_light"",""prob"":0.985674},{""issue"":""compression"",""prob"":0.824397},{""issue"":""exposure_shift"",""prob"":0.455895}]"
S06_jpeg_compression_s5,S06,video_003,test,corrupted,jpeg_compression,5,s5,0.75,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/jpeg_compression/s5/S06_jpeg_compression_s5.mp4,"{""severity"":0.75,""quality"":30,""encode_ok"":true}",0.408384,0.197048,vignetting,0.990578,"{""haze_fog"":0.000274,""rain"":0.0,""snow"":0.0,""low_light"":0.95412,""motion_blur"":5e-06,""defocus_blur"":0.154891,""glare_flare"":0.175859,""vignetting"":0.990578,""sensor_noise"":0.0,""exposure_shift"":0.422361,""compression"":0.824263,""lens_occlusion"":0.016137}","{""haze_fog"":0.069121,""rain"":0.04361,""snow"":0.018458,""low_light"":0.210638,""motion_blur"":0.095905,""defocus_blur"":0.118291,""glare_flare"":0.114613,""vignetting"":0.464078,""sensor_noise"":0.002522,""exposure_shift"":0.214658,""compression"":0.458622,""lens_occlusion"":0.108911}","[{""issue"":""vignetting"",""prob"":0.990578},{""issue"":""low_light"",""prob"":0.95412},{""issue"":""compression"",""prob"":0.824263},{""issue"":""exposure_shift"",""prob"":0.422361}]"
S07_clean,S07,video_006,test,clean,clean,0,s0,0.0,1,1.0,cloudy,night,urban,moderate,30,1280x720,128,clean_clips/S07_clean.mp4,{},1.000000,0.181393,vignetting,0.999991,"{""haze_fog"":0.000295,""rain"":9e-06,""snow"":0.0,""low_light"":0.953388,""motion_blur"":0.000235,""defocus_blur"":0.167362,""glare_flare"":0.086155,""vignetting"":0.999991,""sensor_noise"":0.0,""exposure_shift"":0.330175,""compression"":0.548861,""lens_occlusion"":0.022428}","{""haze_fog"":0.371463,""rain"":0.095353,""snow"":0.019652,""low_light"":0.180697,""motion_blur"":0.184793,""defocus_blur"":0.158529,""glare_flare"":0.186049,""vignetting"":0.557999,""sensor_noise"":0.003193,""exposure_shift"":0.307194,""compression"":0.201337,""lens_occlusion"":0.157661}","[{""issue"":""vignetting"",""prob"":0.999991},{""issue"":""low_light"",""prob"":0.953388},{""issue"":""compression"",""prob"":0.548861},{""issue"":""exposure_shift"",""prob"":0.330175}]"
S07_fog_s1,S07,video_006,test,corrupted,fog,1,s1,0.08,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/fog/s1/S07_fog_s1.mp4,"{""mask_mean"":0.25589412450790405,""severity"":0.08,""k"":0.896,""gamma"":0.7,""depth_shift"":0.3,""distance_exp"":1.5,""t_min"":0.25,""contrast_scale"":0.95,""darken_factor"":0.88,""blur_kernel"":5,""A"":[0.4931982457637787,0.5191560387611389,0.5451138615608215],""depth_min"":0.0,""depth_max"":1.0}",0.911980,0.050366,vignetting,0.936066,"{""haze_fog"":0.195369,""rain"":5.2e-05,""snow"":4e-06,""low_light"":0.021432,""motion_blur"":0.000661,""defocus_blur"":0.155117,""glare_flare"":0.055042,""vignetting"":0.936066,""sensor_noise"":1e-06,""exposure_shift"":0.855529,""compression"":0.906021,""lens_occlusion"":0.011321}","{""haze_fog"":0.351713,""rain"":0.298088,""snow"":0.063273,""low_light"":0.161437,""motion_blur"":0.192188,""defocus_blur"":0.214955,""glare_flare"":0.152058,""vignetting"":0.537124,""sensor_noise"":0.010867,""exposure_shift"":0.708867,""compression"":0.266995,""lens_occlusion"":0.105975}","[{""issue"":""vignetting"",""prob"":0.936066},{""issue"":""compression"",""prob"":0.906021},{""issue"":""exposure_shift"",""prob"":0.855529}]"
S07_fog_s2,S07,video_006,test,corrupted,fog,2,s2,0.18,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/fog/s2/S07_fog_s2.mp4,"{""mask_mean"":0.28268784284591675,""severity"":0.18,""k"":1.016,""gamma"":0.7,""depth_shift"":0.3,""distance_exp"":1.5,""t_min"":0.25,""contrast_scale"":0.95,""darken_factor"":0.88,""blur_kernel"":5,""A"":[0.491165429353714,0.5170162320137024,0.5428670644760132],""depth_min"":0.0,""depth_max"":1.0}",0.803090,0.044268,exposure_shift,0.946720,"{""haze_fog"":0.208133,""rain"":4.4e-05,""snow"":5e-06,""low_light"":0.01508,""motion_blur"":0.001781,""defocus_blur"":0.163419,""glare_flare"":0.042321,""vignetting"":0.849626,""sensor_noise"":0.0,""exposure_shift"":0.94672,""compression"":0.895841,""lens_occlusion"":0.009744}","{""haze_fog"":0.323789,""rain"":0.306435,""snow"":0.058653,""low_light"":0.150235,""motion_blur"":0.197579,""defocus_blur"":0.231411,""glare_flare"":0.144011,""vignetting"":0.540597,""sensor_noise"":0.010341,""exposure_shift"":0.765702,""compression"":0.26894,""lens_occlusion"":0.100564}","[{""issue"":""exposure_shift"",""prob"":0.94672},{""issue"":""compression"",""prob"":0.895841},{""issue"":""vignetting"",""prob"":0.849626}]"
S07_fog_s3,S07,video_006,test,corrupted,fog,3,s3,0.35,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/fog/s3/S07_fog_s3.mp4,"{""mask_mean"":0.32495781779289246,""severity"":0.35,""k"":1.22,""gamma"":0.7,""depth_shift"":0.3,""distance_exp"":1.5,""t_min"":0.25,""contrast_scale"":0.95,""darken_factor"":0.88,""blur_kernel"":5,""A"":[0.4021780490875244,0.42334529757499695,0.44451257586479187],""depth_min"":0.0,""depth_max"":1.0}",0.621254,0.034234,exposure_shift,0.985150,"{""haze_fog"":0.249646,""rain"":3.9e-05,""snow"":4e-06,""low_light"":0.011226,""motion_blur"":0.003444,""defocus_blur"":0.160574,""glare_flare"":0.03477,""vignetting"":0.626982,""sensor_noise"":0.0,""exposure_shift"":0.98515,""compression"":0.882867,""lens_occlusion"":0.008643}","{""haze_fog"":0.305677,""rain"":0.297529,""snow"":0.055475,""low_light"":0.151756,""motion_blur"":0.207595,""defocus_blur"":0.254168,""glare_flare"":0.135259,""vignetting"":0.539522,""sensor_noise"":0.012416,""exposure_shift"":0.820148,""compression"":0.27823,""lens_occlusion"":0.097332}","[{""issue"":""exposure_shift"",""prob"":0.98515},{""issue"":""compression"",""prob"":0.882867},{""issue"":""vignetting"",""prob"":0.626982}]"
S07_fog_s4,S07,video_006,test,corrupted,fog,4,s4,0.55,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/fog/s4/S07_fog_s4.mp4,"{""mask_mean"":0.3698747754096985,""severity"":0.55,""k"":1.46,""gamma"":0.7,""depth_shift"":0.3,""distance_exp"":1.5,""t_min"":0.25,""contrast_scale"":0.95,""darken_factor"":0.88,""blur_kernel"":5,""A"":[0.41825687885284424,0.44027039408683777,0.4622839093208313],""depth_min"":0.0,""depth_max"":1.0}",0.413809,0.029390,exposure_shift,0.996079,"{""haze_fog"":0.358103,""rain"":4.3e-05,""snow"":3e-06,""low_light"":0.006778,""motion_blur"":0.002213,""defocus_blur"":0.157185,""glare_flare"":0.084785,""vignetting"":0.648852,""sensor_noise"":1e-06,""exposure_shift"":0.996079,""compression"":0.883559,""lens_occlusion"":0.00878}","{""haze_fog"":0.306323,""rain"":0.315222,""snow"":0.056008,""low_light"":0.153206,""motion_blur"":0.206047,""defocus_blur"":0.270333,""glare_flare"":0.133529,""vignetting"":0.525651,""sensor_noise"":0.01255,""exposure_shift"":0.842232,""compression"":0.274131,""lens_occlusion"":0.093546}","[{""issue"":""exposure_shift"",""prob"":0.996079},{""issue"":""compression"",""prob"":0.883559},{""issue"":""vignetting"",""prob"":0.648852},{""issue"":""haze_fog"",""prob"":0.358103}]"
S07_fog_s5,S07,video_006,test,corrupted,fog,5,s5,0.75,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/fog/s5/S07_fog_s5.mp4,"{""mask_mean"":0.4101487696170807,""severity"":0.75,""k"":1.7,""gamma"":0.7,""depth_shift"":0.3,""distance_exp"":1.5,""t_min"":0.25,""contrast_scale"":0.95,""darken_factor"":0.88,""blur_kernel"":5,""A"":[0.4171411693096161,0.43909597396850586,0.46105074882507324],""depth_min"":0.0,""depth_max"":1.0}",0.216134,0.024358,exposure_shift,0.998103,"{""haze_fog"":0.343796,""rain"":4.7e-05,""snow"":3e-06,""low_light"":0.007707,""motion_blur"":0.001047,""defocus_blur"":0.160558,""glare_flare"":0.006445,""vignetting"":0.520661,""sensor_noise"":1e-06,""exposure_shift"":0.998103,""compression"":0.891195,""lens_occlusion"":0.00824}","{""haze_fog"":0.317227,""rain"":0.312973,""snow"":0.049751,""low_light"":0.152649,""motion_blur"":0.217214,""defocus_blur"":0.280774,""glare_flare"":0.126275,""vignetting"":0.521487,""sensor_noise"":0.01333,""exposure_shift"":0.881427,""compression"":0.284968,""lens_occlusion"":0.094861}","[{""issue"":""exposure_shift"",""prob"":0.998103},{""issue"":""compression"",""prob"":0.891195},{""issue"":""vignetting"",""prob"":0.520661},{""issue"":""haze_fog"",""prob"":0.343796}]"
S07_rain_s1,S07,video_006,test,corrupted,rain,1,s1,0.08,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/rain/s1/S07_rain_s1.mp4,"{""mask_mean"":0.01298549585044384,""severity"":0.08,""alpha"":0.10264541441727845,""eta"":0.7457690121056156,""depth_separation_exp"":1.6,""density"":0.0015934972116174026,""density_far"":0.0010357731875513118,""density_near"":0.0005577240240660908,""base_angle_deg"":77.90573765425903,""far_angle_deg"":80.11947395784628,""near_angle_deg"":84.27692162016521,""blur_sigma"":0.27950221809197334,""invert_depth"":false,""multilayer"":true,""rainy_tone"":true,""apply_rain_haze"":true,""rain_haze_strength"":0.041999999999999996,""apply_overcast_sky"":true,""overcast_mask_mean"":5.826014239573851e-05,""extra_desat"":0.0048,""patchiness"":true,""brightness_randomness"":false,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.925000,0.202849,vignetting,0.999997,"{""haze_fog"":0.001546,""rain"":0.000298,""snow"":0.000854,""low_light"":0.901331,""motion_blur"":0.0,""defocus_blur"":0.085934,""glare_flare"":0.100343,""vignetting"":0.999997,""sensor_noise"":0.0,""exposure_shift"":0.07889,""compression"":0.779265,""lens_occlusion"":0.01128}","{""haze_fog"":0.337243,""rain"":0.103291,""snow"":0.051256,""low_light"":0.187075,""motion_blur"":0.116568,""defocus_blur"":0.100873,""glare_flare"":0.189509,""vignetting"":0.552701,""sensor_noise"":0.003137,""exposure_shift"":0.204843,""compression"":0.247269,""lens_occlusion"":0.163522}","[{""issue"":""vignetting"",""prob"":0.999997},{""issue"":""low_light"",""prob"":0.901331},{""issue"":""compression"",""prob"":0.779265}]"
S07_rain_s2,S07,video_006,test,corrupted,rain,2,s2,0.18,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/rain/s2/S07_rain_s2.mp4,"{""mask_mean"":0.020260905846953392,""severity"":0.18,""alpha"":0.1071976943131052,""eta"":0.7771764042286761,""depth_separation_exp"":1.6,""density"":0.002197484218141394,""density_far"":0.001428364741791906,""density_near"":0.0007691194763494878,""base_angle_deg"":75.34099299619693,""far_angle_deg"":74.94849750024656,""near_angle_deg"":82.31734842202049,""blur_sigma"":0.38223390573018085,""invert_depth"":false,""multilayer"":true,""rainy_tone"":true,""apply_rain_haze"":true,""rain_haze_strength"":0.056999999999999995,""apply_overcast_sky"":true,""overcast_mask_mean"":5.826014239573851e-05,""extra_desat"":0.010799999999999999,""patchiness"":true,""brightness_randomness"":false,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.830646,0.195600,vignetting,0.999992,"{""haze_fog"":9.5e-05,""rain"":0.002505,""snow"":0.001023,""low_light"":0.858801,""motion_blur"":0.0,""defocus_blur"":0.06659,""glare_flare"":0.115745,""vignetting"":0.999992,""sensor_noise"":0.0,""exposure_shift"":0.062532,""compression"":0.845402,""lens_occlusion"":0.010322}","{""haze_fog"":0.207735,""rain"":0.146558,""snow"":0.085611,""low_light"":0.174736,""motion_blur"":0.109263,""defocus_blur"":0.088971,""glare_flare"":0.204552,""vignetting"":0.57576,""sensor_noise"":0.001992,""exposure_shift"":0.167219,""compression"":0.295833,""lens_occlusion"":0.160762}","[{""issue"":""vignetting"",""prob"":0.999992},{""issue"":""low_light"",""prob"":0.858801},{""issue"":""compression"",""prob"":0.845402}]"
S07_rain_s3,S07,video_006,test,corrupted,rain,3,s3,0.35,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/rain/s3/S07_rain_s3.mp4,"{""mask_mean"":0.026338662952184677,""severity"":0.35,""alpha"":0.15067485925625013,""eta"":1.0517690712278984,""depth_separation_exp"":1.6,""density"":0.0033890872001482936,""density_far"":0.002202906680096391,""density_near"":0.0011861805200519026,""base_angle_deg"":84.29809419143585,""far_angle_deg"":77.25392963508146,""near_angle_deg"":83.21132289261386,""blur_sigma"":0.4500098157713,""invert_depth"":false,""multilayer"":true,""rainy_tone"":true,""apply_rain_haze"":true,""rain_haze_strength"":0.08249999999999999,""apply_overcast_sky"":true,""overcast_mask_mean"":5.826014239573851e-05,""extra_desat"":0.020999999999999998,""patchiness"":true,""brightness_randomness"":false,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.668458,0.124069,vignetting,0.999888,"{""haze_fog"":2e-06,""rain"":0.720478,""snow"":8.7e-05,""low_light"":0.185609,""motion_blur"":0.0,""defocus_blur"":0.035662,""glare_flare"":0.191974,""vignetting"":0.999888,""sensor_noise"":0.0,""exposure_shift"":0.021714,""compression"":0.678843,""lens_occlusion"":0.007773}","{""haze_fog"":0.079591,""rain"":0.26781,""snow"":0.083219,""low_light"":0.140524,""motion_blur"":0.104275,""defocus_blur"":0.086063,""glare_flare"":0.243036,""vignetting"":0.645769,""sensor_noise"":0.000563,""exposure_shift"":0.115788,""compression"":0.323219,""lens_occlusion"":0.149487}","[{""issue"":""vignetting"",""prob"":0.999888},{""issue"":""rain"",""prob"":0.720478},{""issue"":""compression"",""prob"":0.678843}]"
S07_rain_s4,S07,video_006,test,corrupted,rain,4,s4,0.55,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/rain/s4/S07_rain_s4.mp4,"{""mask_mean"":0.05951011925935745,""severity"":0.55,""alpha"":0.17689038728343495,""eta"":1.1819102873632505,""depth_separation_exp"":1.6,""density"":0.0044872325061608995,""density_far"":0.0029167011290045846,""density_near"":0.0015705313771563147,""base_angle_deg"":82.45181658193333,""far_angle_deg"":81.72781990140093,""near_angle_deg"":86.86957560048812,""blur_sigma"":0.5431704302895085,""invert_depth"":false,""multilayer"":true,""rainy_tone"":true,""apply_rain_haze"":true,""rain_haze_strength"":0.1125,""apply_overcast_sky"":true,""overcast_mask_mean"":5.826014239573851e-05,""extra_desat"":0.033,""patchiness"":true,""brightness_randomness"":false,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.473973,0.061008,vignetting,0.999948,"{""haze_fog"":0.000106,""rain"":0.786687,""snow"":6.3e-05,""low_light"":0.161674,""motion_blur"":0.0,""defocus_blur"":0.05215,""glare_flare"":0.056699,""vignetting"":0.999948,""sensor_noise"":0.0,""exposure_shift"":0.083233,""compression"":0.852752,""lens_occlusion"":0.006966}","{""haze_fog"":0.112904,""rain"":0.40641,""snow"":0.088304,""low_light"":0.151605,""motion_blur"":0.095754,""defocus_blur"":0.119973,""glare_flare"":0.194648,""vignetting"":0.709999,""sensor_noise"":0.001635,""exposure_shift"":0.183036,""compression"":0.396969,""lens_occlusion"":0.118714}","[{""issue"":""vignetting"",""prob"":0.999948},{""issue"":""compression"",""prob"":0.852752},{""issue"":""rain"",""prob"":0.786687}]"
S07_rain_s5,S07,video_006,test,corrupted,rain,5,s5,0.75,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/rain/s5/S07_rain_s5.mp4,"{""mask_mean"":0.08383190631866455,""severity"":0.75,""alpha"":0.23713800540690658,""eta"":1.6160118446684963,""depth_separation_exp"":1.6,""density"":0.006543640383491658,""density_far"":0.004253366249269578,""density_near"":0.00229027413422208,""base_angle_deg"":80.97669349056912,""far_angle_deg"":80.72203852917131,""near_angle_deg"":84.12491563653165,""blur_sigma"":0.7041188148909515,""invert_depth"":false,""multilayer"":true,""rainy_tone"":true,""apply_rain_haze"":true,""rain_haze_strength"":0.1425,""apply_overcast_sky"":true,""overcast_mask_mean"":5.826014239573851e-05,""extra_desat"":0.045,""patchiness"":true,""brightness_randomness"":false,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.273573,0.054396,vignetting,0.999968,"{""haze_fog"":0.003909,""rain"":0.955919,""snow"":2e-06,""low_light"":0.332426,""motion_blur"":0.0,""defocus_blur"":0.039416,""glare_flare"":0.032875,""vignetting"":0.999968,""sensor_noise"":0.0,""exposure_shift"":0.142506,""compression"":0.922383,""lens_occlusion"":0.00609}","{""haze_fog"":0.139203,""rain"":0.517763,""snow"":0.060727,""low_light"":0.163273,""motion_blur"":0.087449,""defocus_blur"":0.121045,""glare_flare"":0.168197,""vignetting"":0.745405,""sensor_noise"":0.004495,""exposure_shift"":0.240707,""compression"":0.317887,""lens_occlusion"":0.102143}","[{""issue"":""vignetting"",""prob"":0.999968},{""issue"":""rain"",""prob"":0.955919},{""issue"":""compression"",""prob"":0.922383},{""issue"":""low_light"",""prob"":0.332426}]"
S07_snow_s1,S07,video_006,test,corrupted,snow,1,s1,0.08,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/snow/s1/S07_snow_s1.mp4,"{""mask_mean"":0.008277371525764465,""severity"":0.08,""severity_scaled"":0.010606252855487957,""alpha"":0.10408982348475579,""eta"":0.7433957365057678,""depth_separation_exp"":1.4,""density"":0.001170968429848303,""small_fraction"":0.5973484367861279,""medium_fraction"":0.3,""large_fraction"":0.10265156321387199,""small_density"":0.0006994761610957906,""medium_density"":0.0003512905289544909,""large_density"":0.00012020173979802152,""small_sigma"":0.6095456275699391,""medium_sigma"":1.4169700045687807,""large_sigma"":2.547728137849696,""invert_depth"":false,""apply_snow_haze"":true,""snow_haze_strength"":0.023818251027975666,""apply_overcast_sky"":true,""overcast_mask_mean"":5.826014239573851e-05,""patchiness"":true,""apply_visibility_blur"":false,""visibility_blur_sigma"":0.0,""device"":""cuda""}",0.918467,0.198098,vignetting,0.999999,"{""haze_fog"":0.002155,""rain"":1e-06,""snow"":0.006366,""low_light"":0.904055,""motion_blur"":4e-06,""defocus_blur"":0.124238,""glare_flare"":0.045812,""vignetting"":0.999999,""sensor_noise"":0.0,""exposure_shift"":0.074648,""compression"":0.740111,""lens_occlusion"":0.012577}","{""haze_fog"":0.426663,""rain"":0.092388,""snow"":0.031339,""low_light"":0.179126,""motion_blur"":0.126178,""defocus_blur"":0.113146,""glare_flare"":0.17216,""vignetting"":0.539146,""sensor_noise"":0.002904,""exposure_shift"":0.205988,""compression"":0.246299,""lens_occlusion"":0.170268}","[{""issue"":""vignetting"",""prob"":0.999999},{""issue"":""low_light"",""prob"":0.904055},{""issue"":""compression"",""prob"":0.740111}]"
